id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1494986,Queen Anne Guesthouse with a Balcony and Garden Hot Tub,316200,William,Queen Anne,East Queen Anne,47.63346,-122.34558,Entire home/apt,171,3,160,2022-05-29,1.50,7,224,5,STR-OPLI-19-000681
1531351,Strong WiFi 3 Min walk UW Clean (7),3074414,Melissa,University District,University District,47.65745,-122.31625,Entire home/apt,94,30,32,2021-08-21,0.30,107,270,1,
1531458,Remodeled Walk to UW/View/Serene #F,3074414,Melissa,University District,University District,47.66502,-122.30352,Entire home/apt,116,30,64,2020-10-19,0.60,107,35,0,STR-OPLI-21-002570
1696194,WATERFRONT BEACH BUNGALOW,8956137,William,Magnolia,Briarcliff,47.63236,-122.39476,Entire home/apt,230,30,54,2019-09-02,0.54,3,286,0,
1696389,Luxury  View Home Queen Anne Neighborhood,8956137,William,Queen Anne,West Queen Anne,47.6304,-122.37041,Entire home/apt,300,30,4,2022-05-27,0.09,3,327,2,
1716901,Charming one bed apt - Capitol Hill,3650951,Candace,Capitol Hill,Broadway,47.61884,-122.32476,Entire home/apt,127,3,113,2021-10-18,1.32,1,4,11,STR-OPLI-19-001892
1732441,Green on Green - Top Level of House,1214247,Marcell,Delridge,North Delridge,47.56204,-122.36149,Entire home/apt,90,2,165,2022-03-07,1.60,1,75,5,STR-OPLI-19-002273
1556170,1 Bdrm N. Beacon Hill Apt-West Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57352,-122.30891,Entire home/apt,79,30,133,2021-11-06,1.26,2,305,3,STR-OPLI-19-002965
1737244,Your Warm  Retreat,9148911,Constance,Other neighborhoods,Bryant,47.67148,-122.28099,Private room,71,30,39,2019-07-31,0.44,1,309,0,STR-OPLI-19-002384
1562643,Renovated 1904 Capitol Hill classic,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Entire home/apt,260,3,86,2022-05-15,0.94,3,1,12,STR-OPLI-19-001755
1764100,Center UW Chic Clean & Comfy 309,3074414,Melissa,University District,University District,47.66316,-122.31276,Entire home/apt,125,30,51,2021-09-07,0.48,107,313,1,STR-OPLI-19-002641
1579615,"Ballard, Seattle cozy studio apt. with king bed",4384828,Monique,Ballard,Adams,47.67566,-122.38795,Entire home/apt,121,3,278,2022-06-06,2.60,1,265,48,STR-OPLI-19-002571
1773803,View Emerald City Jewel Apt UW 1BD Great Location,8026420,Sheldon,University District,University District,47.6568,-122.31299,Entire home/apt,92,30,304,2019-12-08,2.88,2,306,0,
1588658,Walk to Campus From a New University District Apartment,3593244,Brittni,University District,University District,47.670322,-122.315468,Entire home/apt,229,2,91,2022-05-20,2.06,1,106,20,STR-OPLI-19-002352
1775016,Master Suite A in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,89,1,368,2022-05-24,3.92,3,1,36,STR-OPLI-19-001755
1802663,Urban Oasis Within Wallingford home,9450725,Ron,Other neighborhoods,Wallingford,47.65428,-122.33766,Entire home/apt,116,2,295,2022-06-12,2.80,1,108,36,STR-OPLI-19-003318
1588941,Private backyard studio in Ballard,5692720,Amy,Ballard,Whittier Heights,47.68413,-122.37347,Private room,93,1,109,2021-09-13,1.79,1,0,5,STR-OPLI-19-002409
1807936,JazzBb,3464851,Ev,Northgate,Maple Leaf,47.70265,-122.31618,Private room,60,30,26,2019-11-10,0.42,1,315,0,
1589681,Ballard Cottage,681242,Heather,Ballard,Loyal Heights,47.67909,-122.38422,Entire home/apt,80,1,350,2022-05-27,4.28,1,95,53,STR-OPLI-19-002924
1820794,"Cozy Suite, Covered Backyard Patio, Walk to Climate Pledge",9533123,Pam,Queen Anne,East Queen Anne,47.63089,-122.34815,Entire home/apt,150,2,505,2022-06-11,4.92,1,266,66,STR-OPLI-19-002846
1593991,"Sequim, Olympic Mountains Wa",8501598,Stan,Other neighborhoods,North Beach/Blue Ridge,47.69106,-122.38337,Private room,150,30,46,2015-10-06,0.47,1,365,0,
1594219,Seattle Rock n' Roll Room w/Queen Bed,197690,Trishann,Other neighborhoods,Broadview,47.71483,-122.35631,Private room,999,59,80,2019-10-20,0.75,3,269,0,
1594313,Seattle Rock n' Roll Room w/King Bed,197690,Trishann,Other neighborhoods,Broadview,47.71395,-122.3561,Private room,999,59,81,2019-09-29,0.76,3,269,0,
1603124,Center UW Fast Internet Comfy 208,3074414,Melissa,University District,University District,47.66108,-122.31434,Entire home/apt,108,1,15,2021-11-13,0.14,107,282,1,STR-OPLI-19-002641
1851863,Perfect Home away from home near Green Lake Park,9671138,Susanna,Other neighborhoods,Greenwood,47.69674,-122.34621,Entire home/apt,82,30,44,2019-11-25,0.42,1,165,0,
1629525,Forest Street Guest House,8660724,Deb,Beacon Hill,North Beacon Hill,47.57741,-122.30158,Private room,44,30,5,2022-03-31,0.10,3,33,3,
1900698,Glam Room in Diverse Neighborhood,3118422,Julie,Rainier Valley,Columbia City,47.55306,-122.28104,Private room,35,30,201,2021-08-22,1.93,1,238,1,
2950213,Entire artist's  apt in hip hood,15060417,Ginny,Ballard,Adams,47.66482,-122.38316,Entire home/apt,224,3,125,2021-11-15,1.28,1,181,8,STR-OPLI-20-000043
2970666,"Spacious, MODERN,  LOCATION",1121532,Melissa,Capitol Hill,Broadway,47.62192,-122.32569,Entire home/apt,195,30,190,2022-01-02,1.94,10,318,8,STR-OPLI-19-001708
1905473,Central District Bungalow -,9890727,Stephen,Central Area,Mann,47.60728,-122.29714,Private room,75,30,7,2016-09-06,0.07,1,0,0,
1909058,Queen Anne Private Bed and Bath,2497928,Gary And Beth,Queen Anne,West Queen Anne,47.63812,-122.37077,Private room,100,3,155,2022-05-15,1.52,1,278,12,STR-OPLI-19-001496
2976798,Cozy City Bedroom and Den,2066223,Patricia,Other neighborhoods,Wallingford,47.65491,-122.32722,Private room,65,2,243,2022-06-10,2.69,1,12,43,STR-OPLI-20-000938
2989758,Sunny Craftsman home in Fremont,1730412,Desdemona,Other neighborhoods,Fremont,47.66143,-122.35278,Entire home/apt,167,2,284,2022-04-25,2.90,1,35,34,STR-OPLI-19-001029
1925661,Large 1BD w/bath/walkin closet; parking included,9975709,Bea,Beacon Hill,North Beacon Hill,47.57943,-122.30387,Private room,45,30,105,2020-02-29,1.07,1,260,0,825676
2995996,The Blue House on Thomas Corner in Madison Valley,2781551,Ron,Central Area,Mann,47.62126,-122.29708,Entire home/apt,459,3,63,2022-02-26,0.65,3,226,1,STR-OPLI-19-001833
3022308,"Walk to UW, U Village,  Serene A",3074414,Melissa,University District,University District,47.6647,-122.30345,Entire home/apt,105,30,6,2021-12-01,0.06,107,127,2,
1928010,Master Suite B in Capitol Hill Home,8315334,Robert,Capitol Hill,Broadway,47.62543,-122.32496,Private room,89,1,466,2022-06-08,4.52,3,0,30,STR-OPLI-19-001755
3022564,Contemporary Studio in Columbia City,12086787,Marcus,Rainier Valley,Columbia City,47.55995,-122.28322,Entire home/apt,95,1,650,2022-05-30,6.66,2,245,105,STR-OPLI-19-003235
1935439,Sunny Private Room by Carkeek Park,10014839,Timothy,Other neighborhoods,Greenwood,47.70407,-122.36123,Private room,30,31,16,2021-12-14,0.16,1,227,3,
1976382,Modern luxury on Capitol Hill,1121532,Melissa,Capitol Hill,Broadway,47.62372,-122.32417,Entire home/apt,200,30,93,2021-09-29,0.92,10,280,5,STR-OPLI-19-002118
3053269,Ballard Bunkhouse no cleaning fee 2 apts & Trailer,2231298,Chris,Ballard,Adams,47.67322,-122.3824,Entire home/apt,589,1,89,2022-06-01,1.15,3,295,20,STR-OPLI-20-000769
1983713,Private  Retreat in the City,10235544,Scott (Aka Skip),Central Area,Leschi,47.59181,-122.29372,Entire home/apt,106,15,52,2022-02-28,0.52,2,257,2,STR-OPLI-19-002543
3061918,Cape Cod Cottage - Quiet & Convenient,15566972,Scott,West Seattle,North Admiral,47.57142,-122.38029,Private room,75,30,41,2019-09-02,0.42,1,210,0,
1984692,Sunny Green Lake home with a view,5525120,Esther,Other neighborhoods,Greenwood,47.68448,-122.34495,Entire home/apt,360,2,14,2022-06-09,0.14,1,1,9,STR-OPLI-21-000824
3121829,Fam friendly townhouse with Peloton! Near it all.,4152568,Barrie,Ballard,Adams,47.67204,-122.38053,Entire home/apt,104,3,35,2021-11-28,0.36,1,0,2,STR-OPLI-19-000550
2026794,West Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65973,-122.3322,Private room,66,30,247,2021-11-20,2.41,2,22,4,STR-OPLI-19-548111
2033191,Green Lake VIEW 2 Bed 1 Bath Apt,10437300,Paul,Other neighborhoods,Green Lake,47.67612,-122.33221,Entire home/apt,180,3,135,2020-11-15,1.37,1,0,0,STR-OPLI-19-001403
3124961,An Architect's Gem in West Seattle,5014920,Jeff,West Seattle,North Admiral,47.57604,-122.38163,Entire home/apt,239,30,1,2014-05-31,0.01,1,0,0,
3158243,"Washer Dryer, U Village, Ravenna  (304)",3074414,Melissa,University District,University District,47.66351,-122.30233,Entire home/apt,129,2,55,2022-05-11,0.57,107,157,9,STR-OPLI-19-002641
2037250,Bedroom with Private Spa-like Bath,1865986,Sheldon,Other neighborhoods,Greenwood,47.68434,-122.3572,Private room,107,3,79,2022-06-10,0.78,2,57,13,STR-OPLI-19-001288
3173186,Downtown Seattle Market View Condo,9187497,Ellen,Downtown,Central Business District,47.60887,-122.33852,Entire home/apt,150,6,54,2017-08-26,0.55,1,1,0,STR-OPLI-21-001238
2069917,1 Bdrm N. Beacon Hill Apt-East Unit,8284327,Anna,Beacon Hill,North Beacon Hill,47.57325,-122.3074,Entire home/apt,79,3,97,2022-05-09,1.08,2,283,9,STR-OPLI-19-002965
2112625,Be our Guest at Perfect Townhome,10771753,Abe,Central Area,Leschi,47.59483,-122.29297,Private room,74,30,50,2022-04-30,0.49,1,261,3,
3254956,"1 Bedroom, 800 SqFt Apt, U.District/Wallingford",6680836,Dimple,Other neighborhoods,Wallingford,47.65434,-122.32898,Entire home/apt,104,30,51,2021-09-30,0.53,2,298,2,
3263071,New carpet Walk to UW. Quiet Top 50,3074414,Melissa,University District,University District,47.65928,-122.317,Entire home/apt,120,30,41,2021-12-21,0.42,107,312,1,
2150760,Seward Park Cottage,10977007,Michelle,Seward Park,Seward Park,47.55264,-122.27113,Entire home/apt,137,2,189,2022-05-23,1.88,1,46,28,STR-OPLI-20-001164
3269390,Detached Private Guest Cottage in Sought-After Neighborhood,12171359,Diane,Queen Anne,West Queen Anne,47.63268,-122.3671,Entire home/apt,151,3,409,2022-06-09,4.21,2,307,67,STR-OPLI-19-003085
3273014,Center UW Clean & bright 202,3074414,Melissa,University District,University District,47.66155,-122.315,Entire home/apt,112,30,20,2022-05-05,0.21,107,144,3,STR-OPLI-19-002570
2187563,"Dog friendly, EV Charger, Off-Street Parking - Walk to Wallingford and UW!",6668610,Don,Other neighborhoods,Wallingford,47.658047,-122.327881,Entire home/apt,324,3,90,2021-12-17,0.92,2,79,7,STR-OPLI-19-002175
3273240,Romantic Historic Pioneer Square NYC like Loft,13697241,Bonnie,Downtown,Pioneer Square,47.6002,-122.3338,Entire home/apt,252,2,269,2022-06-12,2.77,1,220,64,STR-OPLI-19-001453
3303376,Classy exposed brick loft w fridge/mem foam bed,30559,Angielena,Other neighborhoods,Georgetown,47.55043,-122.31837,Private room,93,2,130,2022-05-29,1.34,8,344,36,STR-OPLI-19-003039
3303857,"Cool, Fast WIFI walk to UW (14)",3074414,Melissa,University District,University District,47.65707,-122.3166,Entire home/apt,109,30,30,2017-07-30,0.31,107,192,0,
2197168,Adorable Cottage near Light Rail,11206862,Tammi,Beacon Hill,North Beacon Hill,47.57882,-122.30842,Entire home/apt,146,30,168,2021-11-03,1.65,1,271,1,STR-OPLI-19-003105
3308979,"Modern City Home, Water Views, Hot Tub, Parking!",16708587,Jill,Queen Anne,West Queen Anne,47.63089,-122.36778,Entire home/apt,737,4,68,2021-08-16,0.71,3,41,8,STR-OPLI-19-002872
2234730,Center UW Bright/Quiet Wood FL 205,3074414,Melissa,University District,University District,47.66082,-122.31358,Entire home/apt,105,2,30,2022-05-13,0.36,107,280,6,STR-OPLI-19-002570
2267862,Ballard Modern Studio,11580391,Shawn,Ballard,West Woodland,47.66577,-122.36659,Entire home/apt,115,30,44,2020-06-08,0.60,1,282,0,STR-OPLI-19-002461
3312406,Seattle Urban-Chic Studio Cottage,16727906,Tory,Other neighborhoods,Fremont,47.66074,-122.35705,Entire home/apt,240,2,293,2022-06-12,3.03,2,186,27,STR-OPLI-19-002982
2297917,Carkeek Retreat,11737076,Donna,Other neighborhoods,Broadview,47.70914,-122.36338,Entire home/apt,100,2,128,2022-04-03,1.26,1,288,19,STR-OPLI-19-002074
3379116,Enjoy a Hidden Gem in the Heart of Seattle,14138534,Jill,Cascade,Eastlake,47.64627,-122.32271,Entire home/apt,282,2,200,2022-06-12,2.12,1,200,18,STR-OPLI-19-001515
2298775,Secluded Setting in North Seattle B,225830,Lee & Steve,Northgate,Maple Leaf,47.69968,-122.30691,Private room,60,7,86,2022-05-15,0.86,1,192,10,STR-OPLI-19-002399
2358140,Short walk to UW Clean Just Right 3,3074414,Melissa,University District,University District,47.6579,-122.31808,Entire home/apt,82,30,41,2022-04-23,0.40,107,278,2,STR-OPLI-19-002570
2391699,Hidden Artistic GEM & BEST of Seattle-Clean!!!,1123549,Sandy,Other neighborhoods,Fremont,47.65401,-122.34515,Private room,46,2,540,2022-06-08,5.52,2,5,54,STR-OPLI-19-002184
3385421,Triple Venti View & Penthouse Style Lux,16255476,Ken,Downtown,Pike-Market,47.61088,-122.34389,Entire home/apt,510,30,36,2021-08-16,0.37,3,287,1,
2396734,Ballard's Unique 2 Bdrm- 2 Lofts Apt.,8403307,Mario,Ballard,Adams,47.6746,-122.38823,Entire home/apt,222,3,127,2022-05-29,1.27,1,289,16,STR-OPLI-19-002571
3405896,Styled West Seattle Studio Near Nature Trails,10219841,Conni & Stew,Delridge,High Point,47.55138,-122.37518,Entire home/apt,150,6,46,2022-06-10,1.12,1,36,16,STR-OPLI-20-000447
3426639,Capitol Hill Excursion Part four,5112492,Leah,Capitol Hill,Broadway,47.62174,-122.32405,Private room,33,30,125,2021-07-24,1.29,4,0,1,
2441908,Cozy Ballard Cottage - Sleeps 5,12483454,Kelly,Ballard,Whittier Heights,47.67596,-122.37093,Entire home/apt,137,3,319,2021-10-17,3.16,1,3,18,STR-OPLI-19-001671
3441450,Zen Escape - Pike Place Market,16587333,Rob And Jessica,Downtown,Central Business District,47.6076,-122.33938,Entire home/apt,294,6,55,2022-05-30,0.57,2,334,17,STR-OPLI-19-000850
2446384,Ravenna Daylight Basement Suite,12509177,Susan And Joel,Other neighborhoods,Ravenna,47.6824,-122.30303,Private room,60,1,123,2022-03-27,1.71,1,63,27,STR-OPLI-19-000794
3441487,1 Bedroom Suite near Downtown Seattle & Swedish,17342935,David,Downtown,Yesler Terrace,47.60487,-122.32054,Entire home/apt,250,30,6,2019-10-20,0.07,3,257,0,
3463245,Private Studio Apt in Madrona,7730805,Stephanie,Central Area,Leschi,47.60744,-122.29091,Private room,98,30,53,2022-03-31,0.55,2,61,1,
2459519,Panoramic Views of Lakes and Mountains,12575330,Megan,Capitol Hill,Portage Bay,47.64495,-122.3204,Entire home/apt,921,4,53,2022-05-26,0.61,1,272,8,STR-OPLI-19-000942
2471659,"Charming, split-level 1BD retreat",2824920,Gerrit & Ann,Rainier Valley,Columbia City,47.55217,-122.28502,Entire home/apt,78,2,394,2022-06-11,4.12,1,265,49,STR-OPLI-20-000386
3505739,Water view! Seattle - Alki Beach View Bungalow,1801138,Shauna,West Seattle,Alki,47.57776,-122.40721,Entire home/apt,206,30,265,2022-01-03,2.75,1,26,20,STR-OPLI-19-003172
3505829,Summer in Seattle - 4-bedroom family home with free OFF-STREET parking!,6668610,Don,Other neighborhoods,Wallingford,47.658749,-122.328133,Entire home/apt,671,4,12,2021-08-25,0.13,2,25,3,STR-OPLI-19-002175
3510818,Charming Pre-War Ballard Cottage,5635244,Shannon,Ballard,Whittier Heights,47.67915,-122.37173,Entire home/apt,160,8,101,2022-05-18,1.06,2,132,10,STR-OPLI-19-001088
2474569,Elvis would have slept here,12657870,Robert,Other neighborhoods,Bitter Lake,47.72944,-122.35554,Private room,66,2,62,2022-03-15,0.64,1,260,6,STR-OPLI-19-002969
3535171,"Comfortable, quiet room in Craftsman style house",3152296,Lynda,Other neighborhoods,Greenwood,47.6866,-122.3547,Private room,66,30,199,2022-05-02,2.07,1,56,2,
2486612,"Quiet Second Floor ""Zen"" Apartment",301273531,Ali,Beacon Hill,North Beacon Hill,47.5739,-122.30978,Entire home/apt,121,1,318,2022-06-12,3.16,1,288,29,STR-OPLI-19-000751
3543247,Spa Retreat with Finnish Sauna and Saltwater Hot Tub.,17834927,Jeffrey,Other neighborhoods,Greenwood,47.69589,-122.35908,Entire home/apt,240,1,619,2022-06-12,6.66,2,264,82,STR-OPLI-19-000037
2522091,Apartment Ocean and Mountain Views,12913415,Michelle,West Seattle,North Admiral,47.587074,-122.393158,Entire home/apt,220,3,165,2022-06-13,1.65,2,271,27,STR-OPLI-19-001727
3594959,Charming 2 Bedroom Home in Fremont,1809801,Becky And Jim,Other neighborhoods,Fremont,47.65762,-122.3561,Entire home/apt,180,30,26,2022-04-02,0.27,1,195,4,
2536507,Alki Beach Studio Oasis Quiet Escape & Sweeping Ocean Views,5570855,Marian,West Seattle,North Admiral,47.58378,-122.39909,Entire home/apt,180,2,505,2022-06-08,5.05,2,154,58,STR-OPLI-19-001306
3652078,Seattle Houseboat Stay on the Water,525710,Libby,Queen Anne,North Queen Anne,47.65233,-122.36351,Entire home/apt,100,90,3,2021-09-03,0.04,2,329,1,
3659621,Downtown Condo / Next to convention center,13786062,Lucy,Downtown,First Hill,47.61303,-122.32725,Entire home/apt,132,30,4,2019-09-03,0.11,5,35,0,
2578855,Cozy Suite in Even Cozier Location!,5507715,Stephanie,Other neighborhoods,Greenwood,47.68469,-122.35214,Entire home/apt,98,3,359,2022-06-04,3.61,1,214,36,STR-OPLI-19-000012
3673011,Cozy & Private Room in the Heart of Columbia City,1859394,Andrew,Rainier Valley,Columbia City,47.55822,-122.28444,Private room,69,30,85,2019-08-04,0.89,1,102,0,
2586350,Seattle Apartment Close to Light Rail,2536735,Akiko,Rainier Valley,Brighton,47.53964,-122.27687,Entire home/apt,96,5,182,2022-04-19,1.87,2,286,13,STR-OPLI-19-002607
2586642,Beacon of light in Seattle,1452570,Emily,Interbay,Interbay,47.64157,-122.37679,Entire home/apt,261,2,78,2022-06-06,0.80,4,238,10,STR-OPLI-19-002230
2612399,Studio Loft Garden Cottage,4485958,Phil And Andrea,Central Area,Madrona,47.60929,-122.29554,Entire home/apt,101,5,425,2022-06-07,4.32,2,192,37,STR-OPLI-19-000461
3678718,Odd Lodging in the Heart of Ballard,19207515,Mariya,Ballard,Adams,47.66911,-122.37957,Entire home/apt,82,2,333,2022-06-11,3.49,1,48,28,STR-OPLI-19-002988
3689119,A Garden Guest House,1375021,Charlotte & Larry,Ballard,West Woodland,47.67194,-122.3652,Entire home/apt,85,30,220,2020-03-03,2.30,1,134,0,STR-OPLI-19-001074
2614238,Mid Century Lakefront Condo,13386991,Kelly,Central Area,Leschi,47.59676,-122.28667,Entire home/apt,79,30,10,2018-09-30,0.10,1,232,0,
3706719,Center UW Comfy  Clean Quiet Remodeled Kitchen 306,3074414,Melissa,University District,University District,47.66157,-122.31288,Entire home/apt,115,4,23,2022-05-01,0.24,107,169,4,STR-OPLI-19-002641
2614387,"Artistic Hidden GEM & Best of Seattle, Clean!!!",1123549,Sandy,Other neighborhoods,Fremont,47.6551,-122.34316,Private room,72,2,587,2022-06-07,5.87,2,4,58,STR-OPLI-19-002184
2630912,Seattle Rock n' Roll TWO bedrooms in Townhouse,197690,Trishann,Other neighborhoods,Broadview,47.71519,-122.35607,Private room,155,59,5,2018-07-24,0.06,3,192,0,
3739681,Spacious 2 brd close to everything,832888,Matt And Jess,Other neighborhoods,Wallingford,47.66159,-122.33325,Entire home/apt,135,30,76,2022-05-09,0.79,1,76,4,str-opli-19-003512
2638086,Desirable Basement Flat (w/ AppleTV),13364937,Kelly,West Seattle,North Admiral,47.58326,-122.3851,Entire home/apt,130,3,79,2022-05-29,0.80,1,133,34,STR-OPLI-20-000326
3766055,Beautiful Ravenna Hardwoods UW,19292422,Claire,Other neighborhoods,Ravenna,47.68106,-122.31064,Private room,50,30,84,2022-04-04,0.88,1,112,4,STR-OPLI-19-001254
2642359,Extra large private Bed/Bath and parking spot!,13266307,David,Other neighborhoods,View Ridge,47.68467,-122.26535,Private room,50,1,381,2022-05-28,3.95,1,49,45,STR-OPLI-19-003394
3772674,Cozy Ballard Apartment,18232665,Kim,Ballard,Adams,47.67345,-122.39416,Entire home/apt,111,3,317,2022-06-12,3.34,1,39,48,STR-OPLI-19-001597
2652941,Luna Park Upper - West Seattle,33360,Laura,West Seattle,Fairmount Park,47.56613,-122.37281,Entire home/apt,112,1,168,2022-06-08,1.69,8,321,58,STR-OPLI-19-000033
3773845,$310 - $350 nice rooms for rent,19346435,Howard,Beacon Hill,North Beacon Hill,47.57829,-122.3027,Private room,13,365,0,,,1,0,0,
2670365,Light-Filled Room in 1908 Victorian in Hip Capitol Hill,13669439,Matthew,Capitol Hill,Stevens,47.63193,-122.30955,Private room,65,30,273,2022-05-27,3.18,2,206,4,STR-OPLI-19-001123
3818746,"Alki Beach View Home, Two Blocks Above the Beach",33360,Laura,West Seattle,North Admiral,47.58366,-122.39911,Entire home/apt,400,7,112,2022-06-03,1.24,8,58,10,STR-OPLI-19-001327
2686374,Ballard Bunkhouse 2nd flr unit near ent. district.,2231298,Chris,Ballard,Adams,47.67294,-122.38311,Entire home/apt,264,1,650,2022-05-28,6.53,3,300,37,STR-OPLI-20-000768
3821822,"Sweet & Cozy Apartment @ Green Lake, great for WFH",19660469,Jil,Other neighborhoods,Greenwood,47.688,-122.34463,Entire home/apt,95,4,265,2022-06-05,2.77,1,83,3,STR-OPLI-19-002397
2692126,Clean & Cute by the Needle (and Climate Pledge),106972,Kelly,Queen Anne,East Queen Anne,47.63007,-122.34499,Entire home/apt,168,2,249,2022-06-13,2.61,3,127,32,STR-OPLI-21-000558
3835995,Ballard Craftsman Charmer,19756727,Jamie,Ballard,West Woodland,47.67209,-122.36332,Entire home/apt,84,30,366,2022-02-01,3.84,1,313,1,STR-OPLI-19-000185
2693672,Space Needle Condo,13786062,Lucy,Downtown,Belltown,47.61855,-122.34512,Entire home/apt,192,4,178,2022-05-19,1.80,5,55,38,STR-OPLI-19-001626
2693700,Fremont Urban Oasis,13786376,Manuela,Other neighborhoods,Fremont,47.65456,-122.3594,Entire home/apt,135,2,486,2022-06-10,4.97,1,280,70,STR-OPLI-19-001716
3861673,Beautiful Guest Suite for 2 in Ballard,19928221,Debbie,Ballard,Whittier Heights,47.68551,-122.37523,Entire home/apt,88,1,1140,2022-06-11,12.00,1,260,129,STR-OPLI-20-000712
2710274,South Room in Cozy Charming 1905 Cottage,10392662,Sheryl,Other neighborhoods,Wallingford,47.65924,-122.33191,Private room,71,30,188,2021-08-31,1.89,2,37,1,STR-OPLI-19-548111
2721575,Cozy Apartment near Light Rail & Lake Washington,6985440,Debbie,Rainier Valley,Columbia City,47.55977,-122.28128,Entire home/apt,78,30,280,2020-03-20,2.84,2,45,0,STR-OPLI-19-001156
3898413,Whitman Acres: Queen Room,20184201,Sherry,Other neighborhoods,Fremont,47.65866,-122.34644,Private room,64,30,158,2019-11-04,1.84,2,0,0,STR-UNAM-19-001032
